child_lemma	child_pos	child_case	child_number	parent_lemma	parent_pos	parent_case	parent_number	text	sentence	sentence_id	child_lemma_total
osa	NOUN	Nom	Sing	uuring	NOUN	Par	Plur	osa uuringuid	Seepärast pole ka midagi imestada , et suurem ___osa___ ___uuringuid___ näitab seost laste agressiivsuse ja telerivaatamise vahel .	27070	236
laps	NOUN	Gen	Plur	võime	NOUN	Par	Plur	laste võimeid	Õigupoolest küll see , kas teler toetab ___laste___ ___võimeid___ või mitte .	27072	810
lugemine	NOUN	Gen	Sing	kasv	NOUN	Par	Sing	lugemise kasvu	Kuigi üle 40 protsendi nooremast põlvest ei võta raamatut kätte , näitab viimaste aastate statistika üldist ___lugemise___ ___kasvu___ .	27124	33
tööstus	NOUN	Gen	Sing	juhtimine	NOUN	Par	Sing	tööstuse juhtimist	Ja majandus on ___tööstuse___ ___juhtimist___ ja planeerimist õppinud Reeta alati huvitanud .	27136	2
lõuna_maa	NOUN	Gen	Sing	taim	NOUN	Par	Plur	lõunamaa taimi	Et pikk lossimisaeg igavaks ei läheks , viidi meid ühel ennelõunal bussiga mõnikümmend kilomeetrit linnast välja , ehtsasse džunglimiljöösse ___lõunamaa___ ___taimi___ ja ahve vaatama .	27187	2
giid	NOUN	Nom	Sing	keel	NOUN	Par	Sing	giid keelt	Aga ma olin 100-protsendiliselt kindel , et madrusepoistest keegi sõnagi prantsuse keelt ei oska ning ___giid___ vene ___keelt___ seda vähem .	27190	26
elu	NOUN	Gen	Sing	taas_ärkamine	NOUN	Par	Sing	elu taasärkamist	Nii nagu kuusk kehastas igikestvat haljust ning ___elu___ ___taasärkamist___ , nii olid õled19 osa viljast ning loodusest , millega kokkupuude elujõudu kasvatas .	27341	372
etendus	NOUN	Gen	Sing	algus	NOUN	Par	Sing	etenduse algust	Saame kokku 10 minutit enne ___etenduse___ ___algust___ .	27441	90
juht	NOUN	Gen	Sing	amet	NOUN	Par	Plur	juhi ameteid	Hilisematel aastatel jõuab proovida veel postiljoni ja maakultuurimaja kunstilise ___juhi___ ___ameteid___ .	27529	110
laps	NOUN	Gen	Plur	silma_ring	NOUN	Par	Sing	laste silmaringi	See mõtlemise sfäär , mis areneb muusikapraktikas , laiendab ___laste___ ___silmaringi___ , seega soodustab vaimset arengut .	27612	810
laps	NOUN	Gen	Plur	kujutlus_võime	NOUN	Par	Sing	laste kujutlusvõimet	Muusika kuulamine kinnisilmi aktiviseerib ___laste___ ___kujutlusvõimet___ , mõttetegevust .	27614	810
laps	NOUN	Gen	Sing	taju	NOUN	Par	Sing	Lapse taju	___Lapse___ muusikalist ___taju___ saab arendada kujundlike liigutuste kasutamise teel mitmesugustes instseneeringutes .	27615	810
muusika	NOUN	Gen	Sing	karakter	NOUN	Par	Sing	muusika karakterit	See aitab paremini edasi anda ___muusika___ ___karakterit___ .	27616	224
leevenda=mine	NOUN	Gen	Sing	vahend	NOUN	Par	Sing	leevendamise vahendit	Näiteks Aristoteles hindas muusikat kõrgelt kui emotsionaalse pinge ___leevendamise___ ___vahendit___ .	27621	3
käe-liigutus	NOUN	Gen	Plur	täpsus	NOUN	Par	Sing	käeliigutuste täpsust	Tänapäeval on kindlaks tehtud , et muusika mitte üksnes ei kergenda haige seisundit , vaid abistab arsti , eriti kirurgi tema töös : vähendab väsimust ja soodustab ___käeliigutuste___ ___täpsust___ .	27623	1
minut	NOUN	Gen	Sing	lemmik_meloodia	NOUN	Par	Plur	minuti lemmikmeloodiaid	Piisab , kui kassetil on umbes 20 ___minuti___ jagu sinu ___lemmikmeloodiaid___ .	27647	105
puhke_hetk	NOUN	Par	Sing	luba	NOUN	Par	Sing	puhkehetke luba	Nii et enne rasket kontrolltööd ära endale tõelist ___puhkehetke___ ___luba___ .	27658	1
džäss	NOUN	Gen	Sing	muusika	NOUN	Par	Sing	džässi muusikat	Praegu jätkub tantsumuusika , aga selle stiil muutub päris kindlasti varsti , et järgmisena laulda ___džässi___ ja house ' ilikku ___muusikat___ .	27688	2
värv	NOUN	Gen	Plur	keel	NOUN	Par	Sing	värvide keelt	Lugege teksti sellest , kuidas Jaapanis õpetatakse mõistma ___värvide___ ___keelt___ .	27754	96
süle_täis	NOUN	Gen	Sing	daalia	NOUN	Par	Plur	sületäie daaliaid	Ükskord tõid kaks tuttavat noormeest mulle tohutu ___sületäie___ kollaseid ja punaseid ___daaliaid___ .	27775	2
lill	NOUN	Gen	Sing	kinkimine	NOUN	Par	Sing	lille kinkimist	Häbenevad sellepärast , et ___lille___ ___kinkimist___ peetakse tunde avalikuks väljanäitamiseks .	27786	124
keha	NOUN	Gen	Sing	kuju	NOUN	Par	Sing	keha kuju	Vaata kasvõi kaslasi - pantri , tiigri , gepardi või leopardi ___keha___ ___kuju___ , liikumise graatsiat ja elegantsi !	27813	31
liikumine	NOUN	Gen	Sing	graatsia	NOUN	Par	Sing	liikumise graatsiat	Vaata kasvõi kaslasi - pantri , tiigri , gepardi või leopardi keha kuju , ___liikumise___ ___graatsiat___ ja elegantsi !	27813	22
loom	NOUN	Gen	Plur	tapmine	NOUN	Par	Sing	loomade tapmist	Võib-olla sellest poisipõlve sadismist on vastureaktsioonina tekkinud ülitundlikkus : ma ei salli jahistseene , isegi mitte kunstis , vihkan ___loomade___ ___tapmist___ .	27818	190
monument	NOUN	Gen	Sing	tähtsus	NOUN	Par	Sing	monumendi tähtsust	Jaak Soans on tunnistanud Tammsaare ___monumendi___ erakordset ___tähtsust___ oma senises loomingus .	27844	5
hulk	NOUN	Nom	Sing	joonistus	NOUN	Par	Plur	hulk joonistusi	Kunsttööstuskooli päevist on Wiiraltist järele jäänud ___hulk___ ___joonistusi___ ja visandeid .	27880	45
inimene	NOUN	Gen	Plur	porter	NOUN	Par	Plur	inimeste portreid	Vanematekodus joonistas ta lähedaste ___inimeste___ ___portreid___ , loomi , talutööstseene .	27881	1323
rahva_kalender	NOUN	Gen	Sing	päev	NOUN	Par	Plur	rahvakalendri päevi	Milliseid tähtpäevi ( ___rahvakalendri___ ___päevi___ ) teil peetakse koduses ringis ?	27928	3
rida	NOUN	Par	Sing	luule	NOUN	Par	Sing	rida luulet	Mina olen ennekõike võroke ja alles siis eestlane ja ma ei kirjuta põhimõtteliselt ühtegi ___rida___ ___luulet___ eesti keeles .	27979	42
televisioon	NOUN	Gen	Sing	mõju	NOUN	Par	Sing	televisiooni mõju	Paljud täiskasvanud kahtlevad oma pedagoogilistes võimetes ega üritagi vähendada ___televisiooni___ ___mõju___ .	28028	23
nähtu	NOUN	Gen	Sing	meelde_jätmine	NOUN	Par	Sing	nähtu meeldejätmist	Jäljendamine eeldab tähelepanelikku vaatlemist , ___nähtu___ ___meeldejätmist___ ja vajalike oskuste valdamist .	28036	9
oskus	NOUN	Gen	Plur	valdamine	NOUN	Par	Sing	oskuste valdamist	Jäljendamine eeldab tähelepanelikku vaatlemist , nähtu meeldejätmist ja vajalike ___oskuste___ ___valdamist___ .	28036	47
vägi_valla_film	NOUN	Gen	Plur	mõju	NOUN	Par	Sing	vägivallafilmide mõju	Eestis läbiviidud uurimuste põhjal on lapsevanemad märganud ___vägivallafilmide___ halba ___mõju___ lastele .	28040	1
laps	NOUN	Gen	Sing	sõna_vara	NOUN	Par	Sing	lapse sõnavara	Pidev teleri vaatamine ei suurenda ___lapse___ ___sõnavara___ ega nõua ( erinevalt raamatust ) keskendumist .	28042	810
laps	NOUN	Gen	Sing	teabe_väli	NOUN	Par	Sing	Lapse teabevälja	___Lapse___ ___teabevälja___ peaksid laiendama raamatud , esialgu muinasjutud .	28052	810
laps	NOUN	Gen	Sing	käe_käik	NOUN	Par	Sing	lapse käekäiku	Kuidas kodu ( perekond ) saab mõjutada ___lapse___ edasist ___käekäiku___ ?	28111	810
sean	NOUN	Nom	Sing	huumori_meel	NOUN	Par	Sing	sean huumorimeele	Esikohale ___sean___ ___huumorimeele___ .	28132	2
elu_kutse	NOUN	Gen	Plur	kirjeldus	NOUN	Par	Plur	elukutsete kirjeldusi	Veelgi parem oleks saada erinevate ___elukutsete___ ___kirjeldusi___ .	28345	46
õpetaja	NOUN	Gen	Sing	reaktsioon	NOUN	Par	Sing	õpetaja reaktsiooni	Teinekord jälle oli põnev vaadata ___õpetaja___ ___reaktsiooni___ , kui olime talle elusa roti laua peale pannud .	28384	475
keel	NOUN	Gen	Sing	asendus_õpetaja	NOUN	Par	Sing	keele asendusõpetajat	Nõutakse eesti ___keele___ ___asendusõpetajat___ .	28408	609
käsi_tööline	NOUN	Gen	Plur	ühing	NOUN	Par	Sing	käsitööliste ühingut	Sõnaga universitas tähistati keskajal ___käsitööliste___ ___ühingut___ - tsunfti .	28583	7
teadus	NOUN	Gen	Plur	kogum	NOUN	Par	Sing	teaduste kogumit	Hiljem hakati sõna universitas tõlgendama ka kui ___teaduste___ ___kogumit___ , universiteeti aga sellise suurkoolina , kus uuriti ja õpetati kõiki neid aineid , mis moodustasid tolleaegsete teaduste tuumiku .	28586	19
õppe_jõud	NOUN	Gen	Plur	kollektiiv	NOUN	Par	Sing	õppejõudude kollektiivi	Tänapäeval mõistetakse kateedrit kui ___õppejõudude___ väiksemat ___kollektiivi___ , mille nimetus pärineb kreekakeelsest sõnast kathedra - õppetool , kõneleja iste Antiik-Kreekas .	28593	9
teadus_kraad	NOUN	Gen	Sing	pürgija	NOUN	Par	Sing	Teaduskraadi pürgijat	___Teaduskraadi___ poole ___pürgijat___ tuntakse aspirandi ( lad . taotleja ) nime all .	28595	1
teadmine	NOUN	Gen	Plur	mõõtmine	NOUN	Par	Sing	teadmiste mõõtmist	Vestlust , mille käigus peab ilmnema tudengi teadmiste tase , kutsutakse kollokviumiks , tõsisemat ___teadmiste___ ___mõõtmist___ aga eksamiks ( examen - uurimine , katsumine ) .	28600	52
reisimine	NOUN	Gen	Sing	raskus	NOUN	Par	Plur	reisimise raskusi	Arvestades ___reisimise___ ___raskusi___ , oli mõistlik tuua poisid korraga Tartusse .	28672	15
joon	NOUN	Nom	Sing	kohv	NOUN	Par	Sing	joon kohvi	Ma ___joon___ tassi ___kohvi___ .	28811	18
tass	NOUN	Gen	Sing	kohv	NOUN	Par	Sing	tassi kohvi	Ma joon ___tassi___ ___kohvi___ .	28811	8
külastaja	NOUN	Gen	Plur	lemmik_koht	NOUN	Par	Plur	Külastajate lemmikkohti	___Külastajate___ üks ___lemmikkohti___ on raamatukogu , kus saab kohvi juua ja elava tulega kamina ääres istuda .	28917	22
veetmine	NOUN	Gen	Sing	võimalus	NOUN	Par	Plur	veetmise võimalusi	Praegu pakuvad rikkalikke tänapäevaseid ravi- ja majutusvõimalusi Saaremaa spaahotellid Saaremaa Valss , Meri , Rüütli ja külalistemaja Merineitsi , kus lisaks traditsioonilistele raviteenustele on ka hulgaliselt vaba aja ___veetmise___ ja sportimise ___võimalusi___ .	28931	13
e-arv	NOUN	Gen	Sing	teenus	NOUN	Par	Sing	e-arve teenust	Eesti Ühispank ja Hansapank pakuvad oma Interneti-panga klientidele ___e-arve___ ___teenust___ .	28965	3
õping	NOUN	Gen	Plur	lõpetamine	NOUN	Par	Sing	õpingute lõpetamist	Laenu hakatakse tagasi maksma alles pärast ___õpingute___ ___lõpetamist___ - siis , kui töökoht on leitud .	29005	30
klient	NOUN	Gen	Sing	soov	NOUN	Par	Plur	kliendi soove	Tagasimaksegraafiku koostamisel arvestatakse ___kliendi___ ___soove___ , sissetulekut ja kohustusi .	29068	47
tasumine	NOUN	Gen	Sing	makse_puhkus	NOUN	Par	Sing	tasumise maksepuhkust	Lapse sünni korral saab võtta ka intresside ___tasumise___ ___maksepuhkust___ kuni üheks aastaks .	29070	5
majandus	NOUN	Gen	Sing	stabiilsus	NOUN	Par	Sing	majanduse stabiilsust	Euro kui maailmavaluuta kasutuselevõtmine toetab meie ___majanduse___ ___stabiilsust___ , lihtsustab kaubandussuhteid paljude riikidega ning teadvustab Eestit maailma ühe mõjukama majanduspiirkonna osana .	29074	32
euro_tsoon	NOUN	Gen	Sing	stabiilsus	NOUN	Par	Sing	eurotsooni stabiilsust	Kaks paralleelset joont sümboliseerivad ___eurotsooni___ ___stabiilsust___ .	29083	1
sisse_tulek	NOUN	Gen	Plur	langus	NOUN	Par	Sing	sissetulekute langust	Selle abil välditakse järsku ___sissetulekute___ ___langust___ pensioniikka jõudmisel .	29088	30
inimene	NOUN	Gen	Plur	ostu_eelistus	NOUN	Par	Plur	inimeste ostueelistusi	Kui palju teie arvates mõjutab reklaam ___inimeste___ ___ostueelistusi___ ?	29117	1323
krediit_kaart	NOUN	Gen	Sing	andmed	NOUN	Par	Plur	krediitkaardi andmeid	E-kaubanduse mittekasutamise põhjustest märgiti kõige sagedamini seda , et turvalisuse huvides ei soovi inimesed anda oma ___krediitkaardi___ ___andmeid___ .	29126	2
tegevus	NOUN	Gen	Sing	alustamine	NOUN	Par	Sing	tegevuse alustamist	Näiteks sisustuskaubamaja On24 , millel on Interneti-pood ka Soomes ja mis kavandab ___tegevuse___ ___alustamist___ Saksamaal .	29129	120
kaup	NOUN	Gen	Sing	kätte_saamine	NOUN	Par	Sing	kauba kättesaamist	Sidevahendi abil sõlmitud lepingust on tellijal õigus taganeda 14 päeva jooksul pärast ___kauba___ ___kättesaamist___ .	29150	37
kaup	NOUN	Gen	Sing	kätte_saamine	NOUN	Par	Sing	kauba kättesaamist	Kui ostjat pole teavitatud taganemisõigusest , võib ta lepingust taganeda kolme kuu kestel pärast ___kauba___ ___kättesaamist___ .	29151	37
jala_käi=ja	NOUN	Gen	Plur	turvalisus	NOUN	Par	Sing	jalakäijate turvalisust	Kuidas suurendada ___jalakäijate___ ___turvalisust___ tänavatel ?	29202	1
linna_elanik	NOUN	Gen	Plur	elu_kvaliteet	NOUN	Par	Sing	linnaelanike elukvaliteeti	Kas tihe liiklus mõjutab ___linnaelanike___ ___elukvaliteeti___ ?	29203	2
juht	NOUN	Gen	Sing	süül	NOUN	Par	Sing	juhi süül	Vigastada sai 734 inimest ( neist 134 purjus ___juhi___ ___süül___ ) , hukkus 38 liiklejat ( 3 purjus juhi süül ) .	29212	110
juht	NOUN	Gen	Sing	süül	NOUN	Par	Sing	juhi süül	Vigastada sai 734 inimest ( neist 134 purjus juhi süül ) , hukkus 38 liiklejat ( 3 purjus ___juhi___ ___süül___ ) .	29212	110
hoone	NOUN	Gen	Sing	valgus_süsteem	NOUN	Par	Sing	hoone valgussüsteemi	IHC-süsteemi abil on võimalik juhtida ___hoone___ ___valgussüsteemi___ , küttesüsteemi , pistikupesasid , elektriseadmeid , kogu ehitise tehnilist funktsioneerimist ning saata ja vastu võtta infot ja häiresignaale .	29251	47
ehitis	NOUN	Gen	Sing	funktsioneeri=mine	NOUN	Par	Sing	ehitise funktsioneerimist	IHC-süsteemi abil on võimalik juhtida hoone valgussüsteemi , küttesüsteemi , pistikupesasid , elektriseadmeid , kogu ___ehitise___ tehnilist ___funktsioneerimist___ ning saata ja vastu võtta infot ja häiresignaale .	29251	9
hulk	NOUN	Nom	Sing	kõrval_hoon	NOUN	Par	Plur	hulk kõrvalhooneid	Suur ___hulk___ stiilseid ___kõrvalhooneid___ ja kaunis park koos rajatistega pärinevad 19. sajandist .	29268	45
hulk	NOUN	Nom	Sing	pargi_paviljone	NOUN	Par	Plur	hulk pargipaviljone	Peahoone taga laiuvas mitme tiigiga pargis asub ___hulk___ ___pargipaviljone___ .	29269	45
mõisa_tööline	NOUN	Gen	Plur	elu	NOUN	Par	Sing	mõisatööliste elu	Moonakamajas on ___mõisatööliste___ ___elu___ kajastav näitus .	29277	1
piirkond	NOUN	Gen	Sing	mõis	NOUN	Par	Plur	piirkonna mõisaid	Soovi korral võime näidata mingi ___piirkonna___ ___mõisaid___ või tutvustada konkreetset stiili .	29305	31
hulk	NOUN	Nom	Sing	mööbel	NOUN	Par	Sing	hulk mööblit	Maja sisustas perenaine ning sinna mahtus tohutu ___hulk___ ___mööblit___ .	29356	45
hulk	NOUN	Nom	Sing	külalis+te_tuba	NOUN	Par	Plur	hulk külalistetubasid	Eramu ühes tiivas on ___hulk___ ___külalistetubasid___ ühe- või kaheinimesevooditega ja tualettruumid .	29359	45
osa	NOUN	Nom	Sing	inimene	NOUN	Par	Plur	Osa inimesi	___Osa___ ___inimesi___ eelistab täiesti tühja korterit , kuid noored üürnikud eelistavad sellist , kus mööbel ja kodutehnika on olemas .	29383	236
korter	NOUN	Gen	Sing	üüri_hind	NOUN	Par	Sing	Korteri üürihinna	___Korteri___ ___üürihinna___ määravad asukoht , üldpinna suurus , seisukord ning möbleeritus .	29385	68
pere_liige	NOUN	Gen	Plur	elu	NOUN	Par	Sing	pereliikmete elu	Lemmiklooma perre võtmine mõjutab kõigi ___pereliikmete___ ___elu___ paljude järgnevate aastate kestel .	29461	24
loom	NOUN	Gen	Sing	hankimine	NOUN	Par	Sing	looma hankimist	Tõeline loomasõber uurib enne ___looma___ ___hankimist___ põhjalikult kirjandust ega võta kunagi endale lemmikut hetkelise vaimustuse ajel .	29462	190
koera_kana_pee	NOUN	Nom	Sing	dollar	NOUN	Par	Sing	koerakanapee dollarit	Tavaline koeravoodi maksab 80 dollarit , ___koerakanapee___ 180 ___dollarit___ ja Inglismaal valmistatud supervoodi 800 - 1200 dollarit .	29526	1
hotell	NOUN	Nom	Plur	pake	NOUN	Par	Plur	hotellid pakette	Kui varem võis lemmikloomaga reisimine probleeme tekitada , siis nüüd pakuvad ___hotellid___ spetsiaalseid ___pakette___ , et ka teie lemmikul mugav oleks .	29529	31
olevus	NOUN	Gen	Sing	elu	NOUN	Par	Sing	olevuse elu	Ent milline saab olema ühe hüljatud kaitsetu väikese ___olevuse___ ___elu___ , täis vintsutusi ja kannatusi ?	29539	5
varju_paik	NOUN	Gen	Sing	töö_pere	NOUN	Par	Sing	varjupaiga tööperet	Kõige enam rõõmustaks ___varjupaiga___ ___tööperet___ aga soojak või vagunelamu , mille saaks kohandada kassimajaks .	29557	33
loom	NOUN	Gen	Plur	varju_paik	NOUN	Par	Plur	loomade varjupaikasid	Kas ___loomade___ ___varjupaikasid___ on üldse vaja luua ?	29558	190
põhi_kool	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	põhikooli lõpetamist	Pärast ___põhikooli___ ___lõpetamist___ läksin edasi õppima Tartusse meditsiinikooli , et saada meditsiiniõeks .	29596	23
vanem	NOUN	Gen	Plur	sõna	NOUN	Par	Sing	vanemate sõna	Me peame kuulama ___vanemate___ ___sõna___ .	29806	316
perekond	NOUN	Gen	Sing	vorm	NOUN	Par	Plur	perekonna vorme	Missuguseid ___perekonna___ ___vorme___ te teate ?	29840	85
laps	NOUN	Nom	Plur	lähi_suhe	NOUN	Par	Plur	lapsed lähisuhteid	Kas teie arvates ei oska poolikutest peredest pärit ___lapsed___ ___lähisuhteid___ luua ?	29890	810
isa	NOUN	Gen	Plur	kokku_saamine	NOUN	Par	Sing	Isade kokkusaamist	___Isade___ ja laste ___kokkusaamist___ korraldavad tavaliselt emad .	29897	469
toit	NOUN	Gen	Sing	tellimine	NOUN	Par	Sing	toidu tellimist	Enne ___toidu___ ___tellimist___ Selveri Köögist mõelge läbi , millist peolauda te soovite ja kes on Teie külalised .	29967	179
isa	NOUN	Gen	Sing	suhe	NOUN	Par	Plur	isade- suhteid	Isadepäev on perepüha , mille eesmärgiks on süvendada ___isade-___ ja lastevahelisi ___suhteid___ .	29975	469
aasta	NOUN	Gen	Sing	tiitel	NOUN	Par	Sing	Aasta tiitlit	___Aasta___ Isa ___tiitlit___ annab välja Eesti Naisliit , üle antakse see Estonia kontserdisaalis .	29992	906
isa	NOUN	Gen	Sing	teadmine	NOUN	Par	Plur	isa teadmisi	Vajatakse ___isa___ ___teadmisi___ .	30029	469
osa	NOUN	Gen	Sing	aeg	NOUN	Par	Sing	osa aega	Paljud üliõpilased õpivad ___osa___ ___aega___ välismaal , saades lisaks heale hariduslikule pagasile palju uusi sõpru , hindamatu kogemuse ja hädavajalikud oskused tulevikus läbilöömiseks .	30106	236
üli_õpilane	NOUN	Gen	Plur	õpingu_tulemus	NOUN	Par	Plur	üliõpilaste õpingutulemusi	Kandidaatide väljavalimisel arvestatakse ___üliõpilaste___ ___õpingutulemusi___ , motiveeritust , keeleoskust jne .	30109	40
keele_oskus	NOUN	Gen	Sing	tõend	NOUN	Par	Sing	keeleoskuse tõendit	Lisaks avaldusele võidakse nõuda tõendit õppetulemuste kohta , ___keeleoskuse___ ___tõendit___ , õppelepingut , tervisekindlustust , garantiikirja rahastamise kohta , viisat , elamisluba jms .	30113	8
õppe_töö	NOUN	Gen	Sing	algus	NOUN	Par	Sing	õppetöö algust	Tavaliselt nädal enne ___õppetöö___ ___algust___ toimub sissejuhatav orientatsiooninädal välisüliõpilastele .	30115	15
leping	NOUN	Gen	Sing	sõlmimine	NOUN	Par	Sing	lepingu sõlmimist	Seda tehakse rektori käskkirjaga pärast ___lepingu___ ___sõlmimist___ ja õppemaksu tasumist enne õppetöö algust .	30169	14
õppe_maks	NOUN	Gen	Sing	tasumine	NOUN	Par	Sing	õppemaksu tasumist	Seda tehakse rektori käskkirjaga pärast lepingu sõlmimist ja ___õppemaksu___ ___tasumist___ enne õppetöö algust .	30169	6
õppe_töö	NOUN	Gen	Sing	algus	NOUN	Par	Sing	õppetöö algust	Seda tehakse rektori käskkirjaga pärast lepingu sõlmimist ja õppemaksu tasumist enne ___õppetöö___ ___algust___ .	30169	15
kõrg_haridus	NOUN	Gen	Sing	omandamine	NOUN	Par	Sing	kõrghariduse omandamist	Kuidas te suhtute sellesse , et kord juba kõrgkooli lõpetanud inimene hakkab uuesti õppima või et inimene alustab ___kõrghariduse___ ___omandamist___ alles keskealisena ?	30192	16
tund	NOUN	Gen	Plur	viis	NOUN	Par	Sing	tundide viisi	Üks loeb teksti korra läbi , ja kõik on selge , teine aga peab vaeva nägema ___tundide___ ___viisi___ , kuid saab ikkagi rahuldava .	30197	555
nädal	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	nädal aega	Õppige kontrolltööks või eksamiks ___nädal___ ___aega___ iga päev paar tundi .	30207	225
õppimine	NOUN	Nom	Sing	raskus	NOUN	Par	Plur	õppimine raskusi	Kas ta kuulub nende inimeste hulka , kellele ___õppimine___ ___raskusi___ ei valmista ?	30219	82
päev	NOUN	Nom	Sing	hindamine	NOUN	Par	Sing	päev hindamist	Kas teile meeldiks rohkem , kui iga ___päev___ ___hindamist___ üldse poleks , kuid iga veerandi lõpus oleksid arvestused ja eksamid ?	30256	741
riik	NOUN	Gen	Sing	aja_lugu	NOUN	Par	Sing	riigi ajalugu	Eesti õpilased tunnevad oma ___riigi___ ___ajalugu___ halvasti .	30348	184
riik	NOUN	Gen	Sing	aja_lugu	NOUN	Par	Sing	riigi ajalugu	Kesk- ja Ida-Euroopa noored teavad hämmastavalt hästi oma ___riigi___ ___ajalugu___ .	30351	184
päha_järv	NOUN	Par	Sing	maalima	NOUN	Par	Sing	PÜHAJÄRVELE MAALIMA	TULE ___PÜHAJÄRVELE___ ___MAALIMA___ !	30392	1
magistri_õpe	NOUN	Gen	Sing	programm	NOUN	Par	Plur	magistriõppe programme	Pakutakse ka ingliskeelseid ___magistriõppe___ ___programme___ .	30426	1
enamik	NOUN	Nom	Sing	õpilane	NOUN	Par	Plur	Enamik õpilasi	___Enamik___ ___õpilasi___ õpib riiklikes koolides .	30472	42
põhi_kool	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	põhikooli lõpetamist	Pärast ___põhikooli___ ___lõpetamist___ võib õpilane minna edasi õppima ametikooli ja omandada seal eriala .	30478	23
gümnaasiumi_haridus	NOUN	Gen	Sing	omandamine	NOUN	Par	Sing	gümnaasiumihariduse omandamist	Pärast ___gümnaasiumihariduse___ ___omandamist___ tahavad paljud astuda ülikooli .	30480	1
noor	NOUN	Gen	Plur	mõte	NOUN	Par	Plur	noorte mõtteid	Analüüsige ___noorte___ ___mõtteid___ ning koostage tänaste noorte kohta iseloomustus .	30526	139
saamine	NOUN	Gen	Sing	võimalus	NOUN	Par	Plur	saamise võimalusi	Kas ei peaks piirama kõrghariduse ___saamise___ ___võimalusi___ ning suunama noori kutsekoolidesse ?	30531	40
keevitaja	NOUN	Gen	Plur	ette_valmistamine	NOUN	Par	Sing	keevitajate ettevalmistamist	Kutseharidus ei tähenda enam ammu ainult ___keevitajate___ või tislerite ___ettevalmistamist___ , vaid tugineb tootmises toimuvale innovatsioonile ja tehnoloogia edenemisele .	30538	2
haridus_tee	NOUN	Gen	Sing	jätkamine	NOUN	Par	Sing	haridustee jätkamist	Kutseharidus ei võimalda ___haridustee___ ___jätkamist___ kõrgkoolis .	30544	6
aasta	NOUN	Gen	Sing	aeg	NOUN	Par	Sing	aasta aega	Lisaks oli tal ka kogemus USAs toimunud ärialaselt võistluselt ning ___aasta___ ___aega___ oli ta raadiosaateid toimetanud .	30553	906
otsus	NOUN	Gen	Plur	langetamine	NOUN	Par	Sing	otsuste langetamist	Tunnetuse kaudu on võimalik vältida saatuslikke vigu ning endale ebasobivate ___otsuste___ ___langetamist___ .	30565	30
töö_andja	NOUN	Gen	Plur	vajadus	NOUN	Par	Plur	tööandjate vajadusi	Tehakse koostööd tööandjate ning erinevate ameti- ja kutseliitudega , vahendatakse ___tööandjate___ ___vajadusi___ ja ootusi .	30632	12
professionaal	NOUN	Gen	Sing	kalender	NOUN	Par	Sing	professionaali kalendrit	Peale CV nõutakse ka elulookirjeldust , kaaskirja , sooviavaldust , motivatsioonikirja , ___professionaali___ ___kalendrit___ .	30635	1
projekt	NOUN	Gen	Sing	rahastaja	NOUN	Par	Plur	projekti rahastajaid	Selline inimene peab suutma lahendada probleeme ja seada ülesandeid , oskama projekte kirjutada ja koostada kalkulatsioone ning leida ___projekti___ võimalikke ___rahastajaid___ .	30641	16
firma	NOUN	Gen	Sing	edu	NOUN	Par	Sing	firma edu	Mis teie arvates tagab ___firma___ ___edu___ ?	30651	71
töö_koht	NOUN	Gen	Sing	saamine	NOUN	Par	Sing	töökoha saamist	Üha enam mõjutavad hea ___töökoha___ ___saamist___ ka eelmiste tööandjate positiivsed soovitused .	30681	63
kauplus	NOUN	Gen	Sing	juhataja	NOUN	Par	Sing	kaupluse juhatajat	Leidsin teie firma kuulutuse ajalehest Eesti Päevaleht , kus te kirjutate , et vajate ___kaupluse___ ___juhatajat___ .	30692	26
elu_laad	NOUN	Gen	Sing	muudatus	NOUN	Par	Plur	elulaadi muudatusi	Erialase töö saamine võimaldab rakendada koolis omandatud teoreetilisi teadmisi , teenida raha , kuid toob kaasa ka väljakutseid ja ___elulaadi___ ___muudatusi___ .	30734	5
firma	NOUN	Gen	Sing	strateegia	NOUN	Par	Sing	firma strateegiat	Tuleb olla valmis õppima juurde konkreetset tööd , kogu ___firma___ ___strateegiat___ , väärtusi ja eesmärke .	30735	71
edu	NOUN	Par	Sing	heaks_kiit	NOUN	Par	Sing	edu heakskiitu	Töönarkomaan on inimene , kes aegamööda mandub emotsionaalselt ning satub sõltuvusse võimust , tal on suur soov saavutada ___edu___ ja teiste ___heakskiitu___ .	30752	49
maa_elu	NOUN	Gen	Sing	rahu	NOUN	Par	Sing	maaelu rahu	Siiski leidub ka neid , kes hindavad ___maaelu___ ___rahu___ ja vabadust ja seda , et pole müra ja vingu .	30788	7
töö_edu	NOUN	Par	Sing	tunnustus	NOUN	Par	Sing	tööedu tunnustust	Kas tänapäeva naised vajavad ___tööedu___ ja avalikku ___tunnustust___ ?	30793	1
täna_päev	NOUN	Gen	Sing	naine	NOUN	Par	Sing	tänapäeva naist	Mis sunniks ___tänapäeva___ ___naist___ karjäärist loobuma ja pühenduma perele ?	30804	78
