id,verb,verb_compound,verb_feats,verb_is_aux,verb_deprel,sup_verb,sup_verb_feats,sup_verb_deprel,sentence,sentence_id
38119,juhtuma,,"af,ps,sg,aux,ps1,impf,indic",0,root,nägema,"ps,aux,ill,sup",xcomp,"___Juhtusin___ ___nägema___ , kuidas ühes juuksuritöökojas pruuti meigiti .",8032984
38121,harjuma,,"ps,aux,neg,impf,indic",1,acl:relcl,pidama,"ps,aux,ill,sup",xcomp,"Oma elu tähtsamal päeval ei tahtnud ta välja näha hiinalik või vähemalt mitte selline , mida meie oleme ___harjunud___ ___pidama___ hiinalikkuseks .",8032988
38122,juhtuma,,"af,ps,sg,mod,ps1,impf,indic",0,root,nägema,"ps,ill,mod,sup",xcomp,"___Juhtusin___ ___nägema___ , kuidas peigmees jättis pruudi embamise pooleli , sest taskus helises mobiiltelefon .",8032990
38130,juhtuma,,"af,ps,sg,mod,ps1,pres,indic",0,root,nägema,"ps,ill,sup,main",xcomp,"Rohkem kui tabajaid on aga möödaloopijaid , ___juhtun___ ___nägema___ , kuidas tiigivaht tuleb paadiga ning hakkab nii vesiroosist kui ka tiigi põhjast korjama münte .",8033271
38134,pääsema,,"af,pl,ps,aux,ps3,pres,indic",0,conj,vaatama,"ps,ill,mod,sup",xcomp,"Sild teenib raha – auto või bussiga üle silla sõit maksab , kuid ka turistid ___pääsevad___ seda arhitektuuriimet ___vaatama___ ainult piletiga .",8033307
38135,kippuma,,"af,ps,sg,mod,ps1,pres,indic",0,root,mõtlema,"ps,ill,mod,sup",xcomp,"Vahel ___kipun___ ___mõtlema___ , kas ei vea Lääne inimest ateismi ja egoismi just tung lõpetada enesepiinamine ?",8033311
38149,saama,,"af,ps,sg,aux,ps1,impf,indic",0,advcl,hakkama,"ps,aux,ill,sup",xcomp,"Muidugi pidin põhiliselt pajatama just mina , sest ajakirjanikuna ___sain___ sellega kõige ladusamalt ___hakkama___ .",8033633
38150,küündima,,"af,ps,sg,ps3,impf,main,indic",0,root,viskama,"ps,ill,mod,sup",xcomp,Päike ___küündis___ üle naabermaja katuse lauale kiirtevihku ___viskama___ ning ajas tähed sassi nii silmis kui ka sõrmis .,8033655
38151,saama,,"ps,aux,neg,impf,indic",1,acl:relcl,hakkama,"ps,aux,ill,sup",xcomp,"Aga kui see amerikaniseerumise esimene aste ei tõstnud küllalt märgatavalt lehe trükiarvu , siis pandi peatoimetajaks keegi nimeta nolk , kes oli varem ___hakkama___ ___saanud___ vaid spordisõnumite koostamisega .",8033660
38170,pidama,,"af,ps,sg,mod,ps1,pres,indic",0,root,hakkama,"ps,ill,mod,sup",xcomp,""" Aga mis mina sellega ___pean___ peale ___hakkama___ ?",8033920
38180,ulatuma,,"af,ps,sg,mod,ps2,impf,indic",0,root,kaarduma,"ps,ill,mod,sup",xcomp,"Ta mustad juuksed ___ulatusid___ ___kaarduma___ õlgadele , silmad paistsid rohekad , kulmud kõvasti toonitatud , põskede loomulikku puna järele aidatud , huuled karmiinpunaseks värvitud .",8034008
38189,pidama,,"af,pl,ps,mod,ps2,cond,pres",0,root,hakkama,"ps,ill,sup,main",xcomp,"___Peaksite___ ajakirjanikuks ___hakkama___ . """,8034073
38193,saama,,"af,ps,sg,aux,ps2,impf,indic",0,root,hakkama,"ps,ill,mod,sup",xcomp,Kõige sellega ___said___ ___hakkama___ kohalikud ahnitsejad .,8034107
38204,saama,,"mod,neg,impf,imps,indic",1,root,hakkama,"ps,ill,sup,main",xcomp,""" Siin on isegi auto remontimisega ___hakkama___ ___saadud___ ! "" uhkustasin mina .",8034203
38205,juhtuma,,"af,ps,sg,mod,ps1,impf,indic",0,conj,asuma,"ps,ill,mod,sup",xcomp,"Vastav teene kuulus küll õigupoolest Tarmole , aga ma ___juhtusin___ proua Piiale ligemal ___asuma___ .",8034204
38208,pidama,,"af,ps,sg,mod,ps1,impf,indic",0,root,valmistama,"ps,ill,mod,sup",advcl,"___Pidasin___ aru , kes peaks lõunat ___valmistama___ , sest nüüd oli ju naishing majas ning meeste söötmine on olnud naiste eesõigus koopaajastust alates .",8034218
38215,juhtuma,,"ps,sg,aux,neg,ps2,pres,imper",1,root,olema,"ps,ill,mod,sup",csubj,"Kas sul , Tarmo , ei ___juhtu___ ___olema___ siin mõnda Tšehhovi valimikku ? """,8034272
38231,arvama,,"af,ps,sg,mod,ps2,pres,indic",0,root,proovima,"ps,ill,sup,main",ccomp,"Mis sa ___arvad___ , kas peaksin ___proovima___ ? """,8034410
38234,saama,,"af,ps,sg,ps3,impf,main,indic",0,conj,hakkama,"ps,ill,sup,main",xcomp,"Tal ju suured juhtimiskogemused , ___sai___ ___hakkama___ ka kultuuriministeeriumiga .",8034429
38236,tegema,,"af,ps,sg,aux,ps1,impf,indic",0,conj,tuletama,"ps,ill,sup,main",advcl,"Leidsin endale peremehelikku tegevust : otsisin rehealusest naelu ning parandasin mahalangenud taralõigu ära ; ___tegin___ kasevõsast paar luuda , et naised ei peaks seda meelde ___tuletama___ .",8034469
38242,kippuma,,"af,ps,sg,ps3,main,pres,indic",0,root,tuikuma,"ps,ill,sup,main",xcomp,"Või kui "" Kukust "" lahkumisel lauanaabrinna ___kipub___ ___tuikuma___ ning vajab kojujõudmisel tuge .",8034528
38243,õppima,,"ps,mod,neg,impf,indic",1,root,tundma,"ps,ill,sup,main",xcomp,Kunas ta on siinseid metsaradu ___tundma___ ___õppinud___ ?,8034545
38248,saama,,"ps,mod,past,partic",1,root,hakkama,"ps,ill,mod,sup",xcomp,Kuid oksendamisega ei ___saanud___ ta siiski ___hakkama___ .,8034623
38250,saama,,"af,ps,sg,aux,ps2,pres,imper",1,root,hakkama,"ps,ill,mod,sup",xcomp,Ilma linnasõiduta vist ___hakkama___ ei ___saa___ .,8034655
38264,kippuma,,"af,ps,sg,ps2,impf,main,indic",0,advcl,sugema,"ps,aux,ill,sup",xcomp,"Kuid oma väikese väitsega võisin kärpida oksi seal , kus need ___kippusid___ mööduja juukseid ___sugema___ .",8034727
38268,saama,,"af,ps,aux,cond,pres",0,conj,hakkama,"ps,aux,ill,sup",xcomp,"On vaid vaja tigedavõitu hääletooni , sellega ___saaks___ ___hakkama___ ka see suurekondiline ja kohmakas proua Roost .",8034749
38283,saama,,"ps,mod,neg,impf,indic",1,root,hakkama,"ps,aux,ill,sup",xcomp,"Koguni Ristikivi pole nendeta ___hakkama___ ___saanud___ , vaid laseb oma doktor Faberil vampiiride eest põgeneda Transilvaaniast Saksamaale .",8034840
38295,nõustuma,,"af,ps,sg,mod,ps3,impf,indic",0,conj,tulema,"ps,ill,sup,main",xcomp,Tollel polnud õnneks midagi teha ning ta ___nõustus___ appi ___tulema___ .,8035002
38296,juhtuma,,"ps,aux,past,partic",1,root,märkama,"ps,ill,mod,sup",xcomp,"Vähemalt mina ei ___juhtunud___ ___märkama___ , et Tarmo oleks teda kutsunud voodinaabriks või sinna oma initsiatiivil sattunud .",8035029
38297,tegema,,"af,ps,sg,mod,ps3,impf,indic",0,root,kasutama,"ps,ill,sup,main",advcl,"Põrgupadrikul heinaniitmine ja muul viisil müttamine ___tegi___ mind õhtuks nii uniseks , et ei pidanud kordagi ___kasutama___ radedormi abi .",8035031
38324,kippuma,,"af,ps,sg,mod,ps3,pres,indic",0,acl,sattuma,"ps,aux,ill,sup",xcomp,"Ajakirjandusmagnaadi Luige isa Hans Luik seenior kirjutas ju ka näidendeid , tema "" Poiss põleval laevalael "" käsitleb koguni aktuaalset teemat , kuidas nooruk ___kipub___ kurjale teele ___sattuma___ .",8035299
38349,kippuma,,"af,ps,sg,mod,ps3,impf,indic",0,csubj,jääma,"ps,aux,ill,sup",xcomp,"Ulvi Tulvingule nähtavasti ei meeldinud , et Paakspuu ___kippus___ minu ja Tarmo väidetele alla ___jääma___ ning ta torkas iroonilisel toonil :",8035596
38356,saama,,"ps,aux,neg,impf,indic",1,root,hakkama,"ps,aux,ill,sup",xcomp,"Paavstiks hüütud Tuglas on ilma lasteta , August Mälk ja August Gailit on ___hakkama___ ___saanud___ vaid ühe tütrega .",8035656
38364,saama,,"af,ps,mod,cond,pres",1,conj,hakkama,"ps,ill,mod,sup",xcomp,"Soomlased on küll moodi viinud naisekandmisvõistlused , aga mehekandmise maratoniga ei ___saaks___ ___hakkama___ ka feministide selts ! ”",8035739
38369,sättima,,"af,ps,sg,mod,ps3,pres,indic",0,root,andma,"ps,aux,ill,sup",xcomp,"Või kui Juhan Smuul ___sätib___ oma Stalini-poeemis Hiiumaa kalurid rahvuslikku tooni ___andma___ . """,8035766
38375,juhtuma,,"af,ps,sg,ps3,impf,main,indic",0,parataxis,olema,"ps,aux,ill,sup",xcomp,"Järsku astus Merle pildi juurde , haaras suurema pintsli – see ___juhtus___ ___olema___ koos lilla värviga – ning tõmbas suure tumeda risti üle lõuendi .",8035811
38377,kippuma,,"af,ps,sg,aux,ps3,impf,indic",0,root,jääma,"ps,aux,ill,sup",xcomp,Aga midagi ___kippus___ aprillimaastikeski mõjuta ___jääma___ .,8035820
38378,saama,,"ps,mod,past,partic",1,root,hakkama,"ps,ill,mod,sup",xcomp,Ainult Tartu ei ole ___saanud___ Kalevipoja restaureerimisega ___hakkama___ .,8035834
38391,pääsema,,"ps,neg,impf,main,indic",0,conj,õppima,"ps,aux,ill,sup",xcomp,Ma olen pärit talust ega ___pääsenud___ Tallinna ___õppima___ .,8035934
38396,pääsema,,"af,pl,ps,ps3,cond,main,pres",0,root,kriimustama,"ps,ill,mod,sup",conj,Et autod ___pääseksid___ kuskilt normaalselt vanalinna ega peaks oma külgi ___kriimustama___ .,8035982
38402,pääsema,,"ps,sg,neg,ps2,main,pres,imper",1,advcl,liikuma,"ps,aux,ill,sup",xcomp,"Talvel tuiskab tee nii täis , et autoga ei ___pääsegi___ ___liikuma___ , aga hobuseid enam pole . """,8036048
38407,saama,,"mod,neg,impf,imps,indic",1,root,suplema,"ps,aux,ill,sup",xcomp,"Vaevalt oleks neid eitesid tavalises elus ___suplema___ ___saadud___ sundida , aga nüüd astusid nad kõik kõhklemata voogudesse .",8036077
38408,harjuma,,"ps,mod,neg,impf,indic",1,conj,minema,"ps,ill,sup,main",xcomp,"Jõgi voolas loiult ning vesi oli soe , kuid ikkagi polnud talunaised ___harjunud___ vette ___minema___ .",8036078
38437,arvama,,"af,ps,sg,ps3,impf,main,indic",0,conj,kastma,"ps,aux,ill,sup",ccomp,"Kuid ilm oli jälle muutunud põuaseks ning tüdruk ___arvas___ , et ümberistutatud puud peab ___kastma___ .",8036472
38449,trehvama,,"af,ps,sg,ps3,main,pres,indic",0,root,nägema,"ps,aux,ill,sup",xcomp,"Äkki ___trehvab___ maanteel ___nägema___ mõnda taksot . """,8036542
38452,saama,,"aux,inf",0,csubj:cop,hakkama,"ps,aux,ill,sup",xcomp,Ilma autota on tänapäeval raske ___hakkama___ ___saada___ .,8036601
38457,harjuma,,"aux,imps,past,partic",1,conj,manama,"ps,ill,sup,main",xcomp,"Kristlastel on küll kästud kujutella peaingleid Miikaeli ja Gabrieli meestena , kuid ikkagi on ___harjutud___ ingleid silme ette ___manama___ õrnade , neitsilike naisolevuste kujul .",8036687
38476,kõlbama,,"ps,sg,aux,neg,ps2,pres,imper",0,conj,minema,"ps,ill,mod,sup",xcomp,Kuid ma pole kunagi moest hoolinud ega ___kõlba___ ka selle probleemi puhul teiste hullusega kaasa ___minema___ .,8036892
38478,saama,,"af,ps,sg,mod,ps3,impf,indic",0,conj,asuma,"ps,ill,mod,sup",parataxis,"Kuid täiskogu oli vaja veelgi tähtsamaks otsuseks ning sõna ___sai___ taas Tarmo : "" Ma pean kavatsetust varem Tallinnasse ___asuma___ , sest vahepeal on mind ju paljaks röövitud .",8036934
38483,tegema,,"inf,main",1,root,muutma,"ps,ill,sup,main",conj,"Aga kui ta asuks siia perenaiseks , siis ei saaks ta oma põhitööd ___teha___ ning peaks ___muutma___ elukutset .",8036969
38485,üritama,,"af,mod,imps,pres,indic",0,root,laskma,"ps,aux,ill,sup",xcomp,"Neid ___laskma___ ___üritatakse___ meelitada Saksa ja Poola ärimehi ning võõramaiste küttide tarvis on Szekszardi ehitatud kõigi mugavustega hotell koos vannitubade , türgi sauna , piljardisaali ning baaridega .",8037001
38499,saama,,"aux,inf",0,xcomp,hakkama,"ps,ill,sup,main",xcomp,Konstaabel laskis siiski kroonu kõnetraati kasutada – Põrgupadrikul polnud kellelgi isegi mobiiltelefoni : olime lootnud suvitamisel ilma muu maailmata ___hakkama___ ___saada___ .,8037065
38501,õppima,,"mod,neg,impf,imps,indic",1,root,segama,"ps,ill,mod,sup",xcomp,"Nüüd on meilgi ___õpitud___ võid taimerasvadega ___segama___ ning margariini plastmasskarpi panema , aga sellest üksi ei piisa .",8037091
38505,tegema,,"ps,ill,mod,sup",1,root,utjama,"ps,ill,mod,sup",conj,"Aga pidin südame kõvaks ___tegema___ ning lehmi tagant ___utjama___ , et nad siiski läheksid oma surmale vastu .",8037100
38511,tegema,,"inf,mod",1,ccomp,tooma,"ps,ill,sup,main",advcl,""" Pagarid valetavad jultunult , et eesti jahust ei saavat ___teha___ head saia , et seepärast peab nisupüüli Saksamaalt sisse ___tooma___ .",8037147
38518,juhtuma,,"ps,main,past,partic",1,root,lugema,"ps,aux,ill,sup",xcomp,Vahest on keegi ___juhtunud___ ___lugema___ Hiiumaalt pärineva kirjaniku Ain Kalmuse mälestusi ?,8037200
38525,pidama,,"inf,main",1,ccomp,võtma,"ps,aux,ill,sup",conj,"Lavastaja jõudiski ning teatas kolmapäeval õhtusöögi ajal hädise häälega , et ta ei saa lubadust ___pidada___ , vaid peab santide asjaolude tõttu selle tagasi ___võtma___ .",8037238
38530,kippuma,,"af,ps,sg,aux,ps2,impf,indic",0,root,halvustama,"ps,ill,sup,main",xcomp,Seetõttu ___kippusid___ meiegi sõnad politseid ___halvustama___ .,8037311
38533,saama,,"af,pl,ps,mod,ps1,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,"Kui kuiva ilma peab , ___saame___ kõigega ___hakkama___ .",8037349
38543,harjuma,,"ps,ill,sup,main",0,conj,magama,"ps,aux,ill,sup",xcomp,Ka tütarlaps peab endas julgust kasvatama ja ___harjuma___ üksi ___magama___ .,8037460
38544,nõustuma,,"af,ps,sg,aux,ps3,impf,indic",0,advcl,magama,"ps,ill,mod,sup",xcomp,"Ma pidin seletama , mis on internaatkool , ja õhtul sain ta tõepoolest nii kaugele , et Enel ___nõustus___ ___magama___ teises ruumis .",8037462
38548,õppima,,"aux,inf",0,csubj:cop,lugema,"ps,ill,sup,main",xcomp,"Lapsel on aeg ___lugema___ ___õppida___ , ei saa enam vanaema juures pidada .",8037527
38549,arvama,,"af,ps,sg,aux,ps2,pres,indic",0,root,pakkuma,"ps,ill,sup,main",ccomp,"Mida sa ___arvad___ , kui palju peaks Põrgupadriku eest ___pakkuma___ ? """,8037536
38555,õppima,,"aux,inf",1,acl,tundma,"ps,ill,mod,sup",xcomp,Vist on kahekümne kahe aasta vanuselt viimane aeg vastassugupoolt ___tundma___ ___õppida___ – looduse eest ei pääse kuhugi .,8037628
38556,juhtuma,,"ps,mod,past,partic",1,root,tulema,"ps,aux,ill,sup",xcomp,"Meile ei ___juhtunud___ aga vastu ___tulema___ musta kaabuga Justus Pernambukki , kes oleks võinud meid oma filosoofiliste paradoksidega lõbustada .",8037640
38564,saama,,"af,ps,sg,aux,ps3,impf,indic",0,acl:relcl,hakkama,"ps,ill,mod,sup",xcomp,"Õnneks võttis veel sõna sõber Neeme , kes ___sai___ ___hakkama___ pika ja ägeda kõnega :",8037740
38571,õppima,,"af,pl,ps,mod,ps3,cond,pres",0,acl:relcl,kasutama,"ps,ill,mod,sup",xcomp,"Nad on iga kell nõus meetodit ka enda jaoks maha matma , et ainult vabaneda edumaaga favoriidist kasvõi nendeks paariks hooajaks , mil nad seda ise ___kasutama___ ___õpiksid___ .",8037974
38574,valmistuma,,"ger,mod",0,advcl,lahkuma,"ps,ill,mod,sup",xcomp,""" Kas isa teid õhtusöögile ei palunud ? "" küsis neiu ___lahkuma___ ___valmistudes___ .",8038029
38575,nõustuma,,"af,ps,sg,aux,ps3,impf,indic",0,advcl,minema,"ps,ill,sup,main",xcomp,"Tegelikult oligi see suuresti Rona "" süü "" , tüdruku enda teadmata muidugi , et Lamont ___nõustus___ ___minema___ riskile psühhotranslatsiooniga .",8038039
38576,juhtuma,,"af,ps,sg,aux,ps3,impf,indic",0,root,peituma,"ps,ill,mod,sup",xcomp,"___Juhtus___ ta pajatustes ___peituma___ ainult veerandki tõtt , siis pidi too hämar minevik olema õige kirju .",8038099
38580,kalduma,,"inf,mod",1,acl,rääkima,"ps,ill,mod,sup",xcomp,"Nimelt seisis tal meeles Radelli konstateering , et Leuner võib tema palgal olles ___kalduda___ ___rääkima___ rohkem seda , mida arvab oma leivaisale meeldivat .",8038131
38586,õppima,,"af,pl,ps,mod,ps1,impf,indic",0,root,käima,"ps,ill,sup,main",xcomp,"Meie sinuga ___õppisime___ siis alles ___käima___ , kui ta sinna topiti . """,8038205
38602,kippuma,,"af,ps,sg,mod,ps3,impf,indic",0,root,olema,"ps,ill,mod,sup",xcomp,"Ta ise ___kippus___ ikka viimane ___olema___ , kes endasse puutuvat kuulda sai .",8038685
38638,saama,,"af,ps,sg,mod,ps1,cond,pres",0,root,hakkama,"ps,aux,ill,sup",xcomp,( “ Ma ___saaksin___ suurepäraselt ilma tööta ___hakkama___ .,8044422
38640,arvama,,"af,ps,sg,mod,ps3,pres,indic",0,root,hakkama,"ps,ill,mod,sup",ccomp,"Harri ___arvab___ , et kui ka tema ära sõidab , peab ___hakkama___ kasupoegadele ( kes Sakus maja peavad ) raha saatma .",8044459
38642,soostuma,,"af,pl,ps,aux,ps3,impf,indic",0,ccomp,müüma,"ps,ill,mod,sup",xcomp,"Tehing pole lõpetatud ja nad ütlevad , et ___soostusid___ maa ___müüma___ Eesti Vabariigi Presidendile kui institutsioonile , mitte konkreetsele isikule .",8044472
38654,arvama,,"af,ps,sg,ps3,impf,main,indic",0,root,pakkuma,"ps,ill,mod,sup",ccomp,"Uus peatoimetaja Toomas Liiva ___arvas___ , et leht peaks ___pakkuma___ nalja ja vaheldust igavale poliitikale .",8044881
38665,juhtuma,,"af,ps,sg,ps3,main,pres,indic",0,root,võitma,"ps,ill,sup,main",advcl,"mis ___juhtub___ , kui Zjuganov peaks ___võitma___ presidendivalimised d .",8045141
38667,arvama,,"af,ps,sg,ps1,main,pres,indic",0,root,minema,"ps,ill,sup,main",ccomp,"___Arvan___ , et see lause peaks ___minema___ eesti ajakirjanduse klassikasse , kuna peegeldab 100% liselt meie praegusi ideaale .",8045318
38690,kippuma,,"af,pl,ps,ps3,main,pres,indic",0,advcl,ajama,"ps,aux,ill,sup",xcomp,"Kuid nähes , et need politseinikud on relvastatud , et nemad ___kipuvad___ asju liiga kaugele ___ajama___ ...",8045775
38699,õppima,,"inf,main",0,acl,töötama,"ps,ill,mod,sup",xcomp,"“ Raha värv ” oli suurepärane võimalus ___õppida___ ___töötama___ selliste tähtedega , nagu Paul Newman , ning selliste rahadega .",8045940
38706,saama,,"af,ps,sg,mod,ps3,pres,indic",0,ccomp,hakkama,"ps,aux,ill,sup",xcomp,"“ Ma teadsin , et ta ___saab___ ___hakkama___ , sest ta tahtis seda rolli väga ning tegi selle nimel tohutult tööd .",8046064
38707,pidama,,"af,ps,sg,aux,ps1,impf,indic",0,advcl,lohistama,"ps,ill,mod,sup",xcomp,"Isegi siis , kui ma teda mööda põrandat ___lohistama___ ___pidin___ .",8046067
38743,saama,,"ps,mod,past,partic",0,acl,hakkama,"ps,aux,ill,sup",xcomp,"Kui koletu teoga ___hakkama___ ___saanud___ mehed tänavu 30. jaanuari pimedal õhtupoolikul teise klassi poisi Tarmo Šamatauskase Keila haiglasse tõid , jäid politseinikud uskuma nende juttu õnnetusest .",8053075
38746,õppima,,"ps,aux,neg,impf,indic",1,root,mängima,"ps,ill,sup,main",xcomp,Halvatud Tarmo on ___õppinud___ pulgaga elektronmängu ___mängima___ .,8053167
38751,nõustuma,,"af,pl,ps,aux,ps3,impf,indic",0,root,rääkima,"ps,ill,sup,main",xcomp,"Uurijaga ___nõustusid___ ___rääkima___ kaks allikat , kes teineteise olemasolust ei teadnud .",8053267
38757,pääsema,,"af,ps,sg,mod,ps3,impf,indic",0,root,minema,"ps,ill,sup,main",xcomp,"Lõpuks ___pääses___ ärimees ___minema___ , kuna taipas kirja panna kuldsed sõnad : “ Sukeldusin küll , aga vee all midagi ei näinud . ”",8053391
38759,jõudma,,"af,ps,sg,mod,ps3,impf,indic",0,root,valmistama,"ps,ill,mod,sup",xcomp,"Kai-Riin ___jõudis___ vaid harva koju lastele süüa ___valmistama___ , sest enamus aega tuli veeta restorani käima lükates .",8053428
38761,kippuma,,"af,ps,sg,ps3,impf,main,indic",0,acl:relcl,streikima,"ps,ill,mod,sup",xcomp,"Ta värvis uksepiitu , mõtles välja ühe lambaprae retsepti , millesse kuulus ohtralt küüslauku , ning võitles restorani kanalisatsiooniga , mis sageli ___streikima___ ___kippus___ .",8053430
38775,sättima,,"af,ps,sg,ps3,main,pres,indic",0,root,istuma,"ps,ill,sup,main",xcomp,"Kui aasale minna ei viitsi , ___sätib___ naine ennast Viru tänavale mugavalt ___istuma___ , asetab tühja kokakoola topsi enda ette , teeb kurba ja äraolevat nägu ja ootab , millal inimestel süda haledaks läheb .",8053537
38779,harjuma,,"ps,neg,impf,main,indic",1,root,kontsentreerima,"ps,aux,ill,sup",xcomp,"Rääkides nõukogulikust ja nõukogude-järgsest , oleme ___harjunud___ ___kontsentreerima___ oma vaatenurka rahvuslikule tasandile .",8053747
38782,saama,,"aux,ger",0,advcl,võitlema,"ps,ill,mod,sup",advcl,"Alatud tegelased on haaranud endale tema filmide autoriõigused , ___saades___ nende leviga päratu rikkaks , samal ajal kui Riefenstahl pidi töötuna ___võitlema___ ellujäämise eest .",8053827
38786,kippuma,,"af,ps,sg,aux,ps3,pres,indic",0,root,jääma,"ps,aux,ill,sup",xcomp,Sellest ___kipub___ Woolfi esseedes sageli vajaka ___jääma___ .,8053902
38787,kippuma,,"af,ps,sg,mod,ps3,pres,indic",0,acl,lämmatama,"ps,ill,mod,sup",xcomp,"( lk 124 ) Tsiteeritud read on näide ( sõna ) kunstist , kus ilu ___kipub___ ___lämmatama___ sisu , ja mõlemat on ühe lause jaoks liiga palju .",8053906
38792,nõustuma,,"af,ps,sg,ps3,main,pres,indic",0,acl,toetama,"ps,aux,ill,sup",xcomp,"Ajal , mil Eestis ___nõustub___ Kultuurkapital ___toetama___ ilma igasuguse eelneva romaanikirjutamiskogemuseta naisterahvaid , kui neil tuleb tuju oma rahuldamata kirgi paberil välja elada , ja ükski kriitik ei söanda otsesõnu öelda , et nende looming on sulaselge rämps , on Saksamaal bestselleriks saanud teose kallal ilkumine eriti maotu .",8053975
38796,pääsema,,"af,ps,sg,mod,ps3,pres,indic",0,root,põgenema,"ps,ill,mod,sup",xcomp,Viimaks ___pääseb___ trio tänu juhuste kokkusattumisele ___põgenema___ .,8054007
38806,õppima,,"af,ps,sg,aux,ps3,pres,indic",0,advcl,kirjutama,"ps,aux,ill,sup",xcomp,"Ja mu arust on ka täitsa ükskõik , kas inimene ___õpib___ enne teksti ___kirjutama___ ja siis majanduse tõdesid või vastupidi .",8054118
38836,juhtuma,,"af,ps,sg,mod,ps1,impf,indic",0,root,minema,"ps,ill,sup,main",xcomp,""" Ühel päeval ___juhtusin___ Sakala tänavast mööda ___minema___ ja nägin , et töö käib , "" lausus Volkov .",8120512
38839,saama,,"af,pl,ps,aux,ps1,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,""" Uute brigaadide loomisega ___saame___ loomulikult ___hakkama___ , "" kinnitas ta .",8120526
38845,saama,,"af,mod,imps,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,"Kui Ford oskas eelmise rallimudeli ülimalt vastupidavaks muuta , siis küllap ___saadakse___ ___hakkama___ ka uue sõidukiga .",8120695
38847,arvama,,"af,ps,sg,ps3,impf,main,indic",0,root,vahetama,"ps,aux,ill,sup",ccomp,"Kuuldes , et Põhja-Eestis oli veel mõne päeva eest lund poole põlveni , ___arvas___ Värnik naljatades , et peaks vist kodakondsust ___vahetama___ .",8120753
38848,kippuma,,"af,ps,sg,aux,ps3,pres,indic",0,root,logisema,"ps,ill,mod,sup",xcomp,"Ainult tehnika ___kipub___ vahel ___logisema___ , "" kaebas Värnik , kes kannatas mullugi ebastabiilsuse all .",8120758
38849,kippuma,,"af,ps,sg,aux,ps3,impf,indic",0,root,tegema,"ps,ill,sup,main",xcomp,"Ta ___kippus___ oma parimad visked ___tegema___ ikka raja taga , kodustel võistlustel tegi mõnikord kümme meetrit nõrgema tulemuse .",8120759
38867,juhtuma,,"af,ps,sg,mod,ps1,impf,indic",0,root,vaatama,"ps,ill,mod,sup",xcomp,"Siis aga ___juhtusin___ aknast välja ___vaatama___ ja see vaatepilt võttis tummaks : kogu ülikooli-esine plats oli rahvast murdu täis ja kõik ootasid muinsuskaitsepäevade rongkäigu algust . """,8121195
38868,kippuma,,"af,ps,sg,aux,ps3,pres,indic",0,conj,nappima,"ps,aux,ill,sup",xcomp,"Vaja on ainult tahet , kuid just seda ___kipub___ inimestel ___nappima___ .",8121296
38871,saama,,"af,pl,ps,mod,ps3,pres,indic",0,acl,hakkama,"ps,ill,sup,main",xcomp,"Kiiduväärt , kui ametiautodega uhkustamisele tuleb lõpp , aga olulisem on ikkagi see , kuidas uued ministrid oma tööülesannetega ___hakkama___ ___saavad___ .",8121353
38876,harjuma,,"ps,aux,past,partic",1,root,opereerima,"ps,aux,ill,sup",xcomp,"Me oleme millegipärast ___harjunud___ ___opereerima___ miljonite ja miljarditega , kuid väikeste summade kokkuliitmisega ei taha keegi tegelda .",8121379
38878,arvama,,"af,pl,ps,ps3,main,pres,indic",0,ccomp,vabastama,"ps,ill,mod,sup",ccomp,"Mitmed on raporteerinud ka Iraanist , et vabameelsemad inimesed ___arvavad___ , et USA peaks ka nende riigi ___vabastama___ .",8121439
38883,saama,,"ps,mod,neg,impf,indic",0,ccomp,hakkama,"ps,ill,mod,sup",xcomp,"Oleksin laevas ei tea millega ___hakkama___ ___saanud___ . """,8121564
38910,õppima,,"inf,main",0,xcomp,käituma,"ps,aux,ill,sup",xcomp,Kas mina üritan seriaalide järgi ___käituma___ ___õppida___ ?,8142250
38914,nõustuma,,"ps,ill,sup,main",1,root,loovutama,"ps,ill,sup,main",xcomp,"Selleks , et oleks lootust leida näiteks kasvajate teket taganttõukavaid geenikombinatsioone , peaks miljon Eestimaa inimest ___nõustuma___ oma andmed loodavasse andmebaasi ___loovutama___ .",8142302
38920,juhtuma,,"af,ps,sg,ps3,impf,main,indic",0,advcl,tulema,"ps,ill,sup,main",xcomp,"Kui kõne ___juhtus___ ___tulema___ ajal , mil ta oli kolleegidest ümbritsetud , kiirustas ta neid vestlusi lõpetama .",8142500
38923,saama,,"af,ps,sg,ps1,impf,main,indic",0,advcl,tulema,"ps,aux,ill,sup",xcomp,"Kui ma Soomest ___tulema___ ___sain___ , kaalusin ma 38 kilo ! ”",8142529
38925,saama,,"af,ps,sg,ps3,impf,main,indic",0,root,tulema,"ps,ill,sup,main",xcomp,"Sest jumal tänatud , tema ___sai___ lõpuks ___tulema___ .",8142553
38928,kohustuma,,"af,ps,sg,aux,ps3,impf,indic",0,root,tasuma,"ps,ill,sup,main",xcomp,Lisaks ___kohustus___ rentnik ___tasuma___ teatri kommunaalmaksed .,8142745
38973,saama,,"af,pl,ps,mod,ps1,pres,indic",0,root,liikuma,"ps,ill,sup,main",xcomp,Mõne aja pärast ___saame___ siiski vabalt ___liikuma___ .,8143564
